bin_idx,time,id,satellite,network,band,elevation,azimuth,snr
1,2087,30005,5,2,false,12,120,25
1,2088,21009,9,1,true,30,94,41
1,2088,20009,9,1,false,30,94,45
1,2088,30009,9,2,false,17,54,40
1,2089,21009,9,1,true,30,94,41
1,2089,20009,9,1,false,30,94,45
1,2089,30009,9,2,false,17,54,40
1,2089,30005,5,2,false,12,120,26
1,2090,21009,9,1,true,30,94,41
1,2090,20009,9,1,false,30,94,46
1,2090,30009,9,2,false,17,54,41
1,2090,30005,5,2,false,12,120,25
1,2091,21009,9,1,true,30,94,41
1,2091,20009,9,1,false,30,94,46
1,2091,30009,9,2,false,17,54,41
1,2091,30005,5,2,false,12,120,24
1,2092,21009,9,1,true,30,94,41
1,2092,20009,9,1,false,30,94,46
1,2092,30009,9,2,false,17,54,41
1,2093,21009,9,1,true,30,94,41
1,2093,20009,9,1,false,30,94,46
1,2093,30009,9,2,false,17,54,40
1,2094,21009,9,1,true,30,94,41
1,2094,20009,9,1,false,30,94,46
1,2094,30009,9,2,false,17,54,41
1,2094,30005,5,2,false,12,120,31
1,2095,21009,9,1,true,30,94,41
1,2095,20009,9,1,false,30,94,46
1,2095,30009,9,2,false,17,54,41
1,2095,30005,5,2,false,12,120,34
1,2096,21009,9,1,true,30,94,41
1,2096,20009,9,1,false,30,94,46
1,2096,30009,9,2,false,17,54,41
1,2096,30005,5,2,false,12,120,27
1,2097,21009,9,1,true,30,94,41
1,2097,20009,9,1,false,30,94,47
1,2097,30009,9,2,false,17,54,42
1,2097,30005,5,2,false,12,120,29
1,2098,21009,9,1,true,30,94,40
1,2098,20009,9,1,false,30,94,46
1,2098,30009,9,2,false,17,54,41
1,2098,30005,5,2,false,12,120,28
1,2099,21009,9,1,true,30,94,41
1,2099,20009,9,1,false,30,94,46
1,2099,30009,9,2,false,17,54,40
1,2099,30005,5,2,false,12,120,28
1,2100,21009,9,1,true,30,94,40
1,2100,20009,9,1,false,30,94,46
1,2100,30009,9,2,false,17,54,40
1,2100,30005,5,2,false,12,120,28
1,2101,21009,9,1,true,30,94,39
1,2101,20009,9,1,false,30,94,46
1,2101,30009,9,2,false,17,54,41
1,2101,30005,5,2,false,12,120,29
1,2102,21009,9,1,true,30,94,39
1,2102,20009,9,1,false,30,94,47
1,2102,30009,9,2,false,17,54,41
1,2102,30005,5,2,false,12,120,28
1,2103,21009,9,1,true,30,94,38
1,2103,20009,9,1,false,30,94,46
1,2103,30009,9,2,false,17,54,41
1,2103,30005,5,2,false,12,120,28
1,2104,21009,9,1,true,30,94,38
1,2104,20009,9,1,false,30,94,46
1,2104,30009,9,2,false,17,54,41
1,2104,30005,5,2,false,12,120,29
1,2105,21009,9,1,true,30,94,38
1,2105,20009,9,1,false,30,94,46
1,2105,30009,9,2,false,17,54,41
1,2105,30005,5,2,false,12,120,29
1,2106,21009,9,1,true,30,94,38
1,2106,20009,9,1,false,30,94,46
1,2106,30009,9,2,false,17,54,42
1,2106,30005,5,2,false,12,120,28
1,2107,21009,9,1,true,30,94,38
1,2107,20009,9,1,false,30,94,46
1,2107,30009,9,2,false,17,54,42
1,2107,30005,5,2,false,12,120,28
1,2108,21009,9,1,true,30,94,30
1,2108,20009,9,1,false,30,94,46
1,2108,30009,9,2,false,17,54,42
1,2108,30005,5,2,false,12,120,28
1,2109,21009,9,1,true,30,94,31
1,2109,20009,9,1,false,30,94,47
1,2109,30009,9,2,false,17,54,42
1,2109,30005,5,2,false,12,120,28
1,2110,21009,9,1,true,30,94,41
1,2110,20009,9,1,false,30,94,47
1,2110,30009,9,2,false,17,54,43
1,2110,30005,5,2,false,12,120,27
1,2111,21009,9,1,true,30,94,40
1,2111,20009,9,1,false,30,94,47
1,2111,30009,9,2,false,17,54,43
1,2111,30005,5,2,false,12,120,27
1,2112,21009,9,1,true,30,94,31
1,2112,20009,9,1,false,30,94,47
1,2112,30009,9,2,false,17,54,43
1,2112,30005,5,2,false,12,120,27
1,2113,21009,9,1,true,30,94,33
1,2113,20009,9,1,false,30,94,47
1,2113,30009,9,2,false,17,54,43
1,2113,30005,5,2,false,12,120,29
1,2114,21009,9,1,true,30,94,35
1,2114,20009,9,1,false,30,94,47
1,2114,30009,9,2,false,17,54,42
1,2114,30005,5,2,false,12,120,30
1,2115,21009,9,1,true,30,94,36
1,2115,20009,9,1,false,30,94,47
1,2115,30009,9,2,false,17,54,42
1,2115,30005,5,2,false,12,120,30
1,2116,21009,9,1,true,30,94,34
1,2116,20009,9,1,false,30,94,47
1,2116,30009,9,2,false,17,54,42
1,2116,30005,5,2,false,12,120,30
1,2117,21009,9,1,true,30,94,35
1,2117,20009,9,1,false,30,94,47
1,2117,30009,9,2,false,17,54,42
1,2117,30005,5,2,false,12,120,30
1,2118,21009,9,1,true,30,94,34
1,2118,20009,9,1,false,30,94,47
1,2118,30009,9,2,false,17,54,42
1,2118,30005,5,2,false,12,120,23
1,2119,21009,9,1,true,30,94,35
1,2119,20009,9,1,false,30,94,47
1,2119,30009,9,2,false,17,54,42
1,2119,30005,5,2,false,12,120,30
1,2120,21009,9,1,true,30,94,36
1,2120,20009,9,1,false,30,94,47
1,2120,30009,9,2,false,17,54,42
1,2120,30005,5,2,false,12,120,30
1,2121,21009,9,1,true,30,94,37
1,2121,20009,9,1,false,30,94,47
1,2121,30009,9,2,false,17,54,40
1,2121,30005,5,2,false,12,120,31
1,2122,21009,9,1,true,30,94,39
1,2122,20009,9,1,false,30,94,47
1,2122,30009,9,2,false,17,54,40
1,2122,30005,5,2,false,12,120,30
1,2123,21009,9,1,true,30,94,38
1,2123,20009,9,1,false,30,94,47
1,2123,30009,9,2,false,17,54,41
1,2123,30005,5,2,false,12,120,30
1,2124,21009,9,1,true,30,94,39
1,2124,20009,9,1,false,30,94,47
1,2124,30009,9,2,false,17,54,41
1,2124,30005,5,2,false,12,120,37
1,2125,21009,9,1,true,30,94,40
1,2125,20009,9,1,false,30,94,47
1,2125,30009,9,2,false,17,54,41
1,2125,30005,5,2,false,12,120,35
1,2126,21009,9,1,true,30,94,40
1,2126,20009,9,1,false,30,94,47
1,2126,30009,9,2,false,17,54,41
1,2126,30005,5,2,false,12,120,34
1,2127,21009,9,1,true,30,94,41
1,2127,20009,9,1,false,30,94,47
1,2127,30009,9,2,false,17,54,42
1,2127,30005,5,2,false,12,120,34
1,2128,21009,9,1,true,30,94,41
1,2128,20009,9,1,false,30,94,47
1,2128,30009,9,2,false,17,54,41
1,2128,30005,5,2,false,12,120,33
1,2129,21009,9,1,true,30,94,41
1,2129,20009,9,1,false,30,94,48
1,2129,30009,9,2,false,17,54,41
1,2129,30005,5,2,false,12,120,33
1,2130,21009,9,1,true,30,94,40
1,2130,20009,9,1,false,30,94,49
1,2130,30009,9,2,false,17,54,42
1,2130,30005,5,2,false,12,120,32
1,2131,21009,9,1,true,30,94,40
1,2131,20009,9,1,false,30,94,49
1,2131,30009,9,2,false,17,54,41
1,2131,30005,5,2,false,12,120,31
1,2132,21009,9,1,true,30,94,38
1,2132,20009,9,1,false,30,94,48
1,2132,30009,9,2,false,17,54,42
1,2133,21009,9,1,true,30,94,37
1,2133,20009,9,1,false,30,94,48
1,2133,30009,9,2,false,17,54,42
1,2133,30005,5,2,false,12,120,32
1,2134,21009,9,1,true,30,94,38
1,2134,20009,9,1,false,30,94,48
1,2134,30009,9,2,false,17,54,42
1,2134,30005,5,2,false,12,120,28
1,2135,21009,9,1,true,30,94,37
1,2135,20009,9,1,false,30,94,48
1,2135,30009,9,2,false,17,54,42
1,2135,30005,5,2,false,12,120,27
1,2136,21009,9,1,true,30,94,36
1,2136,20009,9,1,false,30,94,48
1,2136,30009,9,2,false,17,54,42
1,2136,30005,5,2,false,12,120,34
1,2137,21009,9,1,true,30,94,35
1,2137,20009,9,1,false,30,94,48
1,2137,30009,9,2,false,17,54,41
1,2137,30005,5,2,false,12,120,31
1,2138,21009,9,1,true,30,94,30
1,2138,20009,9,1,false,30,94,48
1,2138,30009,9,2,false,17,54,41
1,2138,30005,5,2,false,12,120,31
1,2139,21009,9,1,true,30,94,36
1,2139,20009,9,1,false,30,94,48
1,2139,30009,9,2,false,17,54,41
1,2139,30005,5,2,false,12,120,32
1,2140,21009,9,1,true,30,94,38
1,2140,20009,9,1,false,30,94,48
1,2140,30009,9,2,false,17,54,41
1,2140,30005,5,2,false,12,120,32
1,2141,21009,9,1,true,30,94,28
1,2141,20009,9,1,false,30,94,48
1,2141,30009,9,2,false,17,54,41
1,2141,30005,5,2,false,12,120,31
1,2142,20009,9,1,false,30,94,48
1,2142,30009,9,2,false,17,54,41
1,2142,30005,5,2,false,12,120,31
1,2143,21009,9,1,true,30,94,37
1,2143,20009,9,1,false,30,94,48
1,2143,30009,9,2,false,17,54,41
1,2143,30005,5,2,false,12,120,31
1,2144,21009,9,1,true,30,94,37
1,2144,20009,9,1,false,30,94,48
1,2144,30009,9,2,false,17,54,41
1,2144,30005,5,2,false,12,120,32
1,2145,21009,9,1,true,30,94,38
1,2145,20009,9,1,false,30,94,48
1,2145,30009,9,2,false,17,54,41
1,2145,30005,5,2,false,12,120,32
1,2146,21009,9,1,true,30,94,38
1,2146,20009,9,1,false,30,94,48
1,2146,30009,9,2,false,17,54,41
1,2146,30005,5,2,false,12,120,32
1,2147,21009,9,1,true,30,94,37
1,2147,20009,9,1,false,30,94,48
1,2147,30009,9,2,false,17,54,41
1,2147,30005,5,2,false,12,120,33
1,2148,21009,9,1,true,30,94,38
1,2148,20009,9,1,false,30,94,48
1,2148,30009,9,2,false,17,54,41
1,2148,30005,5,2,false,12,120,34
1,2149,21009,9,1,true,30,94,40
1,2149,20009,9,1,false,30,94,48
1,2149,30009,9,2,false,17,54,42
1,2149,30005,5,2,false,12,120,34
1,2150,21009,9,1,true,30,94,40
1,2150,20009,9,1,false,30,94,48
1,2150,30009,9,2,false,17,54,42
1,2150,30005,5,2,false,12,120,35
1,2151,21009,9,1,true,30,94,38
1,2151,20009,9,1,false,30,94,48
1,2151,30009,9,2,false,17,54,42
1,2151,30005,5,2,false,12,120,35
1,2152,21009,9,1,true,30,94,38
1,2152,20009,9,1,false,30,94,49
1,2152,30009,9,2,false,17,54,42
1,2152,30005,5,2,false,12,120,34
1,2153,21009,9,1,true,30,94,37
1,2153,20009,9,1,false,30,94,49
1,2153,30009,9,2,false,17,54,42
1,2153,30005,5,2,false,12,120,34
1,2154,21009,9,1,true,30,94,39
1,2154,20009,9,1,false,30,94,49
1,2154,30009,9,2,false,17,54,42
1,2154,30005,5,2,false,12,120,34
1,2155,21009,9,1,true,30,94,39
1,2155,20009,9,1,false,30,94,49
1,2155,30009,9,2,false,17,54,43
1,2155,30005,5,2,false,12,120,32
1,2156,21009,9,1,true,30,94,39
1,2156,20009,9,1,false,30,94,49
1,2156,30009,9,2,false,17,54,43
1,2156,30005,5,2,false,12,120,32
1,2157,21009,9,1,true,30,94,40
1,2157,20009,9,1,false,30,94,49
1,2157,30009,9,2,false,17,54,43
1,2157,30005,5,2,false,12,120,32
1,2158,21009,9,1,true,30,94,40
1,2158,20009,9,1,false,30,94,49
1,2158,30009,9,2,false,17,54,43
1,2158,30005,5,2,false,12,120,32
1,2159,21009,9,1,true,30,94,29
1,2159,20009,9,1,false,30,94,49
1,2159,30009,9,2,false,17,54,43
1,2159,30005,5,2,false,12,120,33
1,2160,21009,9,1,true,30,94,38
1,2160,20009,9,1,false,30,94,49
1,2160,30009,9,2,false,17,54,43
1,2160,30005,5,2,false,12,120,34
1,2161,21009,9,1,true,30,94,38
1,2161,20009,9,1,false,30,94,49
1,2161,30009,9,2,false,17,54,43
1,2161,30005,5,2,false,12,120,33
1,2162,21009,9,1,true,30,94,38
1,2162,20009,9,1,false,30,94,49
1,2162,30009,9,2,false,17,54,43
1,2162,30005,5,2,false,12,120,34
1,2163,21009,9,1,true,30,94,39
1,2163,20009,9,1,false,30,94,49
1,2163,30009,9,2,false,17,54,43
1,2163,30005,5,2,false,12,120,34
1,2164,21009,9,1,true,30,94,40
1,2164,20009,9,1,false,30,94,49
1,2164,30009,9,2,false,17,54,43
1,2164,30005,5,2,false,12,120,33
1,2165,21009,9,1,true,30,94,40
1,2165,20009,9,1,false,30,94,49
1,2165,30009,9,2,false,17,54,43
1,2165,30005,5,2,false,12,120,33
1,2166,21009,9,1,true,30,94,40
1,2166,20009,9,1,false,30,94,49
1,2166,30009,9,2,false,17,54,43
1,2166,30005,5,2,false,12,120,33
1,2167,21009,9,1,true,30,94,39
1,2167,20009,9,1,false,30,94,49
1,2167,30009,9,2,false,17,54,43
1,2167,30005,5,2,false,12,120,31
1,2168,21009,9,1,true,30,94,39
1,2168,20009,9,1,false,30,94,49
1,2168,30009,9,2,false,17,54,43
1,2168,30005,5,2,false,12,120,31
1,2169,21009,9,1,true,30,94,38
1,2169,20009,9,1,false,30,94,49
1,2169,30009,9,2,false,17,54,43
1,2169,30005,5,2,false,12,120,31
1,2170,21009,9,1,true,30,94,36
1,2170,20009,9,1,false,30,94,49
1,2170,30009,9,2,false,17,54,44
1,2170,30005,5,2,false,12,120,31
1,2171,21009,9,1,true,30,94,36
1,2171,20009,9,1,false,30,94,49
1,2171,30009,9,2,false,17,54,44
1,2171,30005,5,2,false,12,120,32
1,2172,21009,9,1,true,30,94,43
1,2172,20009,9,1,false,30,94,49
1,2172,30009,9,2,false,17,54,44
1,2172,30005,5,2,false,12,120,32
1,2173,21009,9,1,true,30,94,42
1,2173,20009,9,1,false,30,94,49
1,2173,30009,9,2,false,17,54,44
1,2173,30005,5,2,false,12,120,32
1,2174,21009,9,1,true,30,94,41
1,2174,20009,9,1,false,30,94,49
1,2174,30009,9,2,false,17,54,44
1,2174,30005,5,2,false,12,120,33
1,2175,21009,9,1,true,29,94,41
1,2175,20009,9,1,false,29,94,49
1,2175,30009,9,2,false,17,54,44
1,2175,30005,5,2,false,12,120,33
1,2176,21009,9,1,true,29,94,41
1,2176,20009,9,1,false,29,94,49
1,2176,30009,9,2,false,17,54,44
1,2176,30005,5,2,false,12,120,32
1,2177,21009,9,1,true,29,94,40
1,2177,20009,9,1,false,29,94,49
1,2177,30009,9,2,false,17,54,44
1,2177,30005,5,2,false,12,120,31
1,2178,21009,9,1,true,29,94,40
1,2178,20009,9,1,false,29,94,49
1,2178,30009,9,2,false,17,54,44
1,2178,30005,5,2,false,12,120,31
1,2179,21009,9,1,true,29,94,33
1,2179,20009,9,1,false,29,94,49
1,2179,30009,9,2,false,17,54,44
1,2179,30005,5,2,false,12,120,30
1,2180,21009,9,1,true,29,94,42
1,2180,20009,9,1,false,29,94,49
1,2180,30009,9,2,false,17,54,44
1,2180,30005,5,2,false,12,120,28
1,2181,21009,9,1,true,29,94,42
1,2181,20009,9,1,false,29,94,49
1,2181,30009,9,2,false,17,54,44
1,2181,30005,5,2,false,12,120,27
1,2182,21009,9,1,true,29,94,42
1,2182,20009,9,1,false,29,94,49
1,2182,30009,9,2,false,17,54,44
1,2182,30005,5,2,false,12,120,26
1,2183,21009,9,1,true,29,94,42
1,2183,20009,9,1,false,29,94,49
1,2183,30009,9,2,false,17,54,44
1,2183,30005,5,2,false,12,120,26
1,2184,21009,9,1,true,29,94,42
1,2184,20009,9,1,false,29,94,49
1,2184,30009,9,2,false,17,54,44
1,2184,30005,5,2,false,12,120,26
1,2185,21009,9,1,true,29,94,42
1,2185,20009,9,1,false,29,94,49
1,2185,30009,9,2,false,17,54,44
1,2185,30005,5,2,false,12,120,26
1,2186,21009,9,1,true,29,94,41
1,2186,20009,9,1,false,29,94,49
1,2186,30009,9,2,false,17,54,44
1,2186,30005,5,2,false,12,120,26
1,2187,21009,9,1,true,29,94,41
1,2187,20009,9,1,false,29,94,49
1,2187,30009,9,2,false,17,54,44
1,2187,30005,5,2,false,12,120,26
1,2188,21009,9,1,true,29,94,41
1,2188,20009,9,1,false,29,94,49
1,2188,30009,9,2,false,17,54,44
1,2188,30005,5,2,false,12,120,26
1,2189,21009,9,1,true,29,94,41
1,2189,20009,9,1,false,29,94,49
1,2189,30009,9,2,false,17,54,44
1,2189,30005,5,2,false,12,120,26
1,2190,21009,9,1,true,29,94,41
1,2190,20009,9,1,false,29,94,49
1,2190,30009,9,2,false,17,54,43
1,2190,30005,5,2,false,12,120,26
1,2191,21009,9,1,true,29,94,39
1,2191,20009,9,1,false,29,94,49
1,2191,30009,9,2,false,17,54,43
1,2191,30005,5,2,false,12,120,27
1,2192,21009,9,1,true,29,94,40
1,2192,20009,9,1,false,29,94,49
1,2192,30009,9,2,false,17,54,43
1,2192,30005,5,2,false,12,120,28
1,2193,21009,9,1,true,29,94,41
1,2193,20009,9,1,false,29,94,49
1,2193,30009,9,2,false,17,54,43
1,2193,30005,5,2,false,12,120,29
1,2194,21009,9,1,true,29,94,41
1,2194,20009,9,1,false,29,94,49
1,2194,30009,9,2,false,17,54,43
1,2194,30005,5,2,false,12,120,28
1,2195,21009,9,1,true,29,94,41
1,2195,20009,9,1,false,29,94,49
1,2195,30009,9,2,false,17,54,43
1,2195,30005,5,2,false,12,120,29
1,2196,21009,9,1,true,29,94,42
1,2196,20009,9,1,false,29,94,49
1,2196,30009,9,2,false,17,54,43
1,2196,30005,5,2,false,12,120,31
1,2197,21009,9,1,true,29,94,42
1,2197,20009,9,1,false,29,94,49
1,2197,30009,9,2,false,17,54,43
1,2197,30005,5,2,false,12,120,32
1,2198,21009,9,1,true,29,94,42
1,2198,20009,9,1,false,29,94,49
1,2198,30009,9,2,false,17,54,42
1,2198,30005,5,2,false,12,120,33
1,2199,21009,9,1,true,29,94,42
1,2199,20009,9,1,false,29,94,49
1,2199,30009,9,2,false,17,54,42
1,2199,30005,5,2,false,12,120,33
1,2200,21009,9,1,true,29,94,43
1,2200,20009,9,1,false,29,94,49
1,2200,30009,9,2,false,17,54,42
1,2200,30005,5,2,false,12,120,32
1,2201,21009,9,1,true,29,94,43
1,2201,20009,9,1,false,29,94,49
1,2201,30009,9,2,false,17,54,42
1,2201,30005,5,2,false,12,120,32
1,2202,21009,9,1,true,29,94,43
1,2202,20009,9,1,false,29,94,49
1,2202,30009,9,2,false,17,54,43
1,2202,30005,5,2,false,12,120,30
1,2203,21009,9,1,true,29,94,43
1,2203,20009,9,1,false,29,94,49
1,2203,30009,9,2,false,17,54,43
1,2203,30005,5,2,false,12,120,30
1,2204,21009,9,1,true,29,94,44
1,2204,20009,9,1,false,29,94,49
1,2204,30009,9,2,false,17,54,43
1,2204,30005,5,2,false,12,120,29
1,2205,21009,9,1,true,29,94,44
1,2205,20009,9,1,false,29,94,49
1,2205,30009,9,2,false,17,54,43
1,2205,30005,5,2,false,12,120,28
1,2206,21009,9,1,true,29,94,44
1,2206,20009,9,1,false,29,94,49
1,2206,30009,9,2,false,17,54,43
1,2206,30005,5,2,false,12,120,28
1,2207,21009,9,1,true,29,94,44
1,2207,20009,9,1,false,29,94,49
1,2207,30009,9,2,false,17,54,43
1,2207,30005,5,2,false,12,120,28
1,2208,21009,9,1,true,29,94,45
1,2208,20009,9,1,false,29,94,49
1,2208,30009,9,2,false,17,54,43
1,2208,30005,5,2,false,12,120,28
1,2209,21009,9,1,true,29,94,45
1,2209,20009,9,1,false,29,94,49
1,2209,30009,9,2,false,17,54,44
1,2209,30005,5,2,false,12,120,28
1,2210,21009,9,1,true,29,94,44
1,2210,20009,9,1,false,29,94,49
1,2210,30009,9,2,false,17,54,44
1,2210,30005,5,2,false,12,120,27
1,2211,21009,9,1,true,29,94,45
1,2211,20009,9,1,false,29,94,49
1,2211,30009,9,2,false,17,54,44
1,2211,30005,5,2,false,12,120,27
1,2212,21009,9,1,true,29,94,45
1,2212,20009,9,1,false,29,94,49
1,2212,30009,9,2,false,17,54,44
1,2212,30005,5,2,false,12,120,28
1,2213,21009,9,1,true,29,94,45
1,2213,20009,9,1,false,29,94,49
1,2213,30009,9,2,false,17,54,44
1,2213,30005,5,2,false,12,120,28
1,2214,21009,9,1,true,29,94,45
1,2214,20009,9,1,false,29,94,49
1,2214,30009,9,2,false,17,54,44
1,2214,30005,5,2,false,12,120,28
1,2215,21009,9,1,true,29,94,45
1,2215,20009,9,1,false,29,94,49
1,2215,30009,9,2,false,17,54,44
1,2215,30005,5,2,false,12,120,27
1,2216,21009,9,1,true,29,94,45
1,2216,20009,9,1,false,29,94,48
1,2216,30009,9,2,false,17,54,44
1,2216,30005,5,2,false,12,120,26
1,2217,21009,9,1,true,29,94,45
1,2217,20009,9,1,false,29,94,49
1,2217,30009,9,2,false,17,54,44
1,2217,30005,5,2,false,12,120,27
1,2218,21009,9,1,true,29,94,45
1,2218,20009,9,1,false,29,94,49
1,2218,30009,9,2,false,17,54,44
1,2218,30005,5,2,false,12,120,27
1,2219,21009,9,1,true,29,94,45
1,2219,20009,9,1,false,29,94,49
1,2219,30009,9,2,false,17,54,44
1,2219,30005,5,2,false,12,120,26
2,2220,21009,9,1,true,29,94,45
2,2220,20009,9,1,false,29,94,49
2,2220,30009,9,2,false,17,54,44
2,2220,30005,5,2,false,12,120,25
2,2224,21009,9,1,true,29,94,46
2,2224,20009,9,1,false,29,94,49
2,2224,30009,9,2,false,17,54,45
2,2225,21009,9,1,true,29,94,46
2,2225,20009,9,1,false,29,94,49
2,2225,30009,9,2,false,17,54,45
2,2226,21009,9,1,true,29,94,46
2,2226,20009,9,1,false,29,94,49
2,2226,30009,9,2,false,17,54,45
2,2227,21009,9,1,true,29,94,46
2,2227,20009,9,1,false,29,94,49
2,2227,30009,9,2,false,17,54,45
2,2228,21009,9,1,true,29,94,46
2,2228,20009,9,1,false,29,94,49
2,2228,30009,9,2,false,17,54,45
2,2228,30005,5,2,false,12,120,27
2,2229,21009,9,1,true,29,94,46
2,2229,20009,9,1,false,29,94,49
2,2229,30009,9,2,false,17,54,46
2,2229,30005,5,2,false,12,120,27
2,2230,21009,9,1,true,29,94,46
2,2230,20009,9,1,false,29,94,49
2,2230,30009,9,2,false,17,54,46
2,2230,30005,5,2,false,12,120,25
2,2231,21009,9,1,true,29,94,46
2,2231,20009,9,1,false,29,94,49
2,2231,30009,9,2,false,17,54,46
2,2231,30005,5,2,false,12,120,24
2,2232,21009,9,1,true,29,94,45
2,2232,20009,9,1,false,29,94,49
2,2232,30009,9,2,false,17,54,46
2,2232,30005,5,2,false,12,120,25
2,2233,21009,9,1,true,29,94,46
2,2233,20009,9,1,false,29,94,49
2,2233,30009,9,2,false,17,54,45
2,2233,30005,5,2,false,12,120,26
2,2234,21009,9,1,true,29,94,46
2,2234,20009,9,1,false,29,94,49
2,2234,30009,9,2,false,17,54,45
2,2234,30005,5,2,false,12,120,28
2,2235,21009,9,1,true,29,94,46
2,2235,20009,9,1,false,29,94,49
2,2235,30009,9,2,false,17,54,45
2,2235,30005,5,2,false,12,120,30
2,2236,21009,9,1,true,29,94,45
2,2236,20009,9,1,false,29,94,49
2,2236,30009,9,2,false,17,54,45
2,2236,30005,5,2,false,12,120,31
2,2237,21009,9,1,true,29,94,45
2,2237,20009,9,1,false,29,94,49
2,2237,30009,9,2,false,17,54,44
2,2237,30005,5,2,false,12,120,31
2,2238,21009,9,1,true,29,94,45
2,2238,20009,9,1,false,29,94,49
2,2238,30009,9,2,false,17,54,44
2,2238,30005,5,2,false,12,120,32
2,2239,21009,9,1,true,29,94,45
2,2239,20009,9,1,false,29,94,49
2,2239,30009,9,2,false,17,54,44
2,2239,30005,5,2,false,12,120,31
2,2240,21009,9,1,true,29,94,45
2,2240,20009,9,1,false,29,94,49
2,2240,30009,9,2,false,17,54,44
2,2240,30005,5,2,false,12,120,32
2,2241,21009,9,1,true,29,94,45
2,2241,20009,9,1,false,29,94,49
2,2241,30009,9,2,false,17,54,44
2,2241,30005,5,2,false,12,120,32
2,2242,21009,9,1,true,29,94,46
2,2242,20009,9,1,false,29,94,49
2,2242,30009,9,2,false,17,54,44
2,2242,30005,5,2,false,12,120,32
2,2243,21009,9,1,true,29,94,47
2,2243,20009,9,1,false,29,94,49
2,2243,30009,9,2,false,17,54,44
2,2243,30005,5,2,false,12,120,32
2,2244,21009,9,1,true,29,94,47
2,2244,20009,9,1,false,29,94,49
2,2244,30009,9,2,false,17,54,44
2,2244,30005,5,2,false,12,120,32
2,2245,21009,9,1,true,29,94,47
2,2245,20009,9,1,false,29,94,49
2,2245,30009,9,2,false,17,54,44
2,2245,30005,5,2,false,12,120,32
2,2246,21009,9,1,true,29,94,47
2,2246,20009,9,1,false,29,94,49
2,2246,30009,9,2,false,17,54,45
2,2246,30005,5,2,false,12,120,31
2,2247,21009,9,1,true,29,94,47
2,2247,20009,9,1,false,29,94,49
2,2247,30009,9,2,false,17,54,45
2,2247,30005,5,2,false,12,120,31
2,2248,21009,9,1,true,29,94,47
2,2248,20009,9,1,false,29,94,49
2,2248,30009,9,2,false,17,54,45
2,2248,30005,5,2,false,12,120,31
2,2249,21009,9,1,true,29,94,47
2,2249,20009,9,1,false,29,94,49
2,2249,30009,9,2,false,17,54,45
2,2249,30005,5,2,false,12,120,30
2,2250,21009,9,1,true,29,94,47
2,2250,20009,9,1,false,29,94,49
2,2250,30009,9,2,false,17,54,45
2,2250,30005,5,2,false,12,120,30
2,2251,21009,9,1,true,29,94,46
2,2251,20009,9,1,false,29,94,49
2,2251,30009,9,2,false,17,54,46
2,2251,30005,5,2,false,12,120,30
2,2252,21009,9,1,true,29,94,46
2,2252,20009,9,1,false,29,94,49
2,2252,30009,9,2,false,17,54,46
2,2252,30005,5,2,false,12,120,30
2,2253,21009,9,1,true,29,94,45
2,2253,20009,9,1,false,29,94,49
2,2253,30009,9,2,false,17,54,45
2,2253,30005,5,2,false,12,120,31
2,2254,21009,9,1,true,29,94,45
2,2254,20009,9,1,false,29,94,49
2,2254,30009,9,2,false,17,54,45
2,2254,30005,5,2,false,12,120,31
2,2255,21009,9,1,true,29,94,45
2,2255,20009,9,1,false,29,94,49
2,2255,30009,9,2,false,17,54,44
2,2255,30005,5,2,false,12,120,31
2,2256,21009,9,1,true,29,94,45
2,2256,20009,9,1,false,29,94,49
2,2256,30009,9,2,false,17,54,44
2,2256,30005,5,2,false,12,120,32
2,2257,21009,9,1,true,29,94,45
2,2257,20009,9,1,false,29,94,49
2,2257,30009,9,2,false,17,54,45
2,2257,30005,5,2,false,12,120,31
2,2258,21009,9,1,true,29,94,46
2,2258,20009,9,1,false,29,94,49
2,2258,30009,9,2,false,17,54,45
2,2258,30005,5,2,false,12,120,31
2,2259,21009,9,1,true,29,94,46
2,2259,20009,9,1,false,29,94,49
2,2259,30009,9,2,false,17,54,45
2,2259,30005,5,2,false,12,120,32
2,2260,21009,9,1,true,29,94,46
2,2260,20009,9,1,false,29,94,49
2,2260,30009,9,2,false,17,54,45
2,2260,30005,5,2,false,12,120,31
2,2261,21009,9,1,true,29,94,47
2,2261,20009,9,1,false,29,94,49
2,2261,30009,9,2,false,17,54,45
2,2261,30005,5,2,false,12,120,30
2,2262,21009,9,1,true,29,94,47
2,2262,20009,9,1,false,29,94,49
2,2262,30009,9,2,false,17,54,45
2,2262,30005,5,2,false,12,120,29
2,2263,21009,9,1,true,29,94,47
2,2263,20009,9,1,false,29,94,49
2,2263,30009,9,2,false,17,54,45
2,2263,30005,5,2,false,12,120,29
2,2264,21009,9,1,true,29,94,47
2,2264,20009,9,1,false,29,94,49
2,2264,30009,9,2,false,17,54,45
2,2264,30005,5,2,false,12,120,28
2,2265,21009,9,1,true,29,94,47
2,2265,20009,9,1,false,29,94,49
2,2265,30009,9,2,false,17,54,45
2,2265,30005,5,2,false,12,120,28
2,2266,21009,9,1,true,29,94,47
2,2266,20009,9,1,false,29,94,49
2,2266,30009,9,2,false,17,54,45
2,2266,30005,5,2,false,12,120,28
2,2267,21009,9,1,true,29,94,47
2,2267,20009,9,1,false,29,94,49
